CAMERA_ID,LAT,LON,BadgersPerDay,BearsPerDay,BeaversPerDay,BobcatsPerDay,CatsPerDay,CottontailsPerDay,CoyotesPerDay,SandCranesPerDay,DeerPerDay,DogsPerDay,ElkPerDay,FishersPerDay,GreyFoxesPerDay,RedFoxesPerDay,GrousePerDay,MinkPerDay,MoosePerDay,MuskratsPerDay,OpossumsPerDay,BirdsPerDay,OttersPerDay,PheasantsPerDay,PorcupinesPerDay,RaccoonsPerDay,SkunksPerDay,SnowshoeHaresPerDay,SquirrelsPerDay,TurkeysPerDay,WeaselsPerDay,WolvesPerDay,WoodchucksPerDay
24863,45.17,-92.5,0,0.010403121,0,0,0.001950585,0,0.039661899,0,3.083875163,0.005851756,0,0.022106632,0.00260078,0.015604681,0,0.000650195,0,0,0.005851756,0.001950585,0,0,0,0.082574772,0.010403121,0,0.267230169,0.316644993,0,0,0
24881,43.92,-88,0.00202977,0,0,0,0.00338295,0.0067659,0.039918809,0,1.474289581,0.01082544,0,0,0,0.00744249,0,0,0,0,0.01014885,0.00135318,0,0,0,0.272665765,0.01894452,0,0.073748309,0.195534506,0,0,0.00135318
24882,44.59,-88.9,0,0.002027027,0,0.009459459,0.000675676,0.001351351,0.004054054,0.008108108,1.225675676,0,0,0.002027027,0,0.003378378,0,0.000675676,0,0,0.000675676,0.007432432,0,0,0.001351351,0.191891892,0,0,0.029054054,0.090540541,0,0.014864865,0
24902,43.02,-90.2,0,0,0,0.009126467,0,0.028683181,0.106910039,0.006518905,1.812255541,0.039113429,0,0,0,0,0,0.001303781,0,0,0.01303781,0.061277705,0.002607562,0,0,0.086049544,0.001303781,0,0.001303781,0.087353325,0,0,0
24921,44.21,-88,0,0,0,0,0.002164502,0.0995671,0.097402597,0,3.281385281,0.194805195,0,0,0,0.002164502,0,0,0,0,0.093073593,0,0,0.002164502,0,0.66017316,0,0,0.151515152,0.471861472,0,0,0
24981,43.03,-89.7,0,0,0,0,0.044699872,0.236270754,0.014687101,0,0.189655172,0.005108557,0,0,0,0.008301405,0,0,0,0,0.024265645,0.021072797,0,0.00063857,0,0.136015326,0,0,0.130268199,0.008939974,0,0,0
25002,44.21,-87.8,0.001052078,0,0,0,0,0.08837454,0.006312467,0.02945818,1.056286165,0.006838506,0,0,0,0.006838506,0,0.001052078,0,0,0.059968438,0.013150973,0.000526039,0,0,0.027880063,0.000526039,0,0.026827985,0.067859022,0,0,0.001052078
25061,42.88,-88.2,0,0,0,0,0.001640689,0.00902379,0.031993437,0,1.462674323,0.000820345,0,0,0,0,0,0.014766202,0,0,0.043478261,0.004922067,0,0,0,0.078753076,0,0,0.042657916,0.032813782,0,0,0
25081,43.15,-90.2,0.000490918,0,0.00245459,0.008836524,0.001472754,0.145802651,0.072655866,0.008345606,1.254786451,0.01227295,0,0,0,0,0,0.006381934,0,0,0.158566519,0.043200785,0.006381934,0.081983309,0,0.727540501,0.004418262,0,0.303878252,0.036327933,0.000981836,0,0.001472754
25102,46.24,-90.4,0,0.074074074,0,0.005787037,0,0.008101852,0.069444444,0,0.841435185,0.018518519,0,0.003472222,0,0,0.002314815,0,0,0,0,0,0,0,0.002314815,0.009259259,0,0,0.001157407,0.001157407,0,0,0
25143,44.16,-87.6,0,0,0,0,0,0,0.009615385,0.057692308,0.844230769,0.025,0,0,0,0.001923077,0,0.001923077,0,0,0.009615385,0.136538462,0,0,0,0.057692308,0,0,0,0,0,0,0
25144,43.03,-90.4,0.003208556,0,0,0.002139037,0.002139037,0.113368984,0.328342246,0,4.219251337,0.005347594,0,0,0,0,0,0.004278075,0,0,0.088770053,0.039572193,0,0,0,1.240641711,0.002139037,0,1.429946524,0.253475936,0,0,0.001069519
25181,44.26,-88.7,0,0,0,0,0,0.048780488,0.04315197,0,1.198874296,0.003752345,0,0.001876173,0,0,0,0,0,0,0.00750469,0.005628518,0,0.011257036,0,0.212007505,0,0,0.165103189,0.300187617,0,0,0
